renda_mensal,idade,score_credito,tempo_relacionamento,limite_credito
5531.98,68,66,10,7035.82
7252.47,69,81,2,1932.29
8070.25,47,54,13,7714.36
3732.22,25,56,8,4022.91
7204.67,27,75,14,10919.01
6747.9,38,64,6,6421.02
4917.66,68,80,5,3985.5
6050.81,26,93,11,8079.7
5386.07,51,59,11,7553.66
4883.62,42,94,12,7316.66
5517.59,28,50,6,2926.63
5652.53,52,56,0,2194.21
7041.79,55,65,0,2451.1
2912.96,60,61,1,1072.12
6524.33,61,84,3,4713.26
2697.23,31,90,10,7274.25
4832.11,24,50,9,4249.9
5522.48,60,84,0,596.12
1500.0,48,52,11,5331.33
4417.09,49,75,9,6917.77
5891.39,22,89,2,3620.42
4781.3,43,68,10,6025.65
3164.63,62,74,13,7055.03
6449.52,56,72,3,3773.6
3417.02,54,82,8,5085.58
5415.87,64,98,6,5017.81
4779.2,64,60,7,6771.44
4829.27,21,53,0,2310.68
5337.78,25,61,3,3397.21
3761.42,30,87,1,2941.88
6812.54,20,84,13,8355.59
3375.22,26,63,14,10282.16
6675.61,56,72,13,11001.4
4257.23,36,98,11,9090.84
1500.0,27,91,11,6101.98
3437.03,55,54,2,3077.33
7617.35,55,68,7,5723.12
7315.48,33,78,11,9605.49
1500.0,25,67,0,-555.87
3520.01,43,91,5,3164.59
1500.0,48,50,9,4006.71
5200.01,43,58,14,8351.66
3644.62,62,73,1,1855.89
5709.11,21,96,10,7495.69
6348.5,36,62,11,8167.46
8024.44,48,67,7,6032.96
8449.63,53,65,1,2344.86
8846.76,67,95,4,6039.12
6858.99,69,76,1,3716.6
4705.76,35,59,2,2829.05
1500.0,24,92,1,438.31
3411.87,67,90,12,8108.16
2285.25,30,81,5,4082.48
5918.69,46,57,12,6330.16
9167.82,36,69,1,4955.45
3213.56,64,92,6,5076.06
2033.44,51,91,5,471.33
2941.93,47,53,1,1390.64
8528.7,30,66,7,5837.61
7523.54,23,67,11,6567.31
7138.79,57,72,9,6395.9
2308.34,35,75,6,3772.64
6849.29,66,51,6,4619.59
5111.71,20,80,8,5567.28
6713.68,24,95,12,8908.62
2872.26,59,62,7,3267.88
4949.94,40,72,2,2279.21
3823.07,58,84,8,6497.29
6380.17,65,76,14,10895.85
9404.65,60,53,12,9860.41
2395.69,26,87,11,8231.05
4578.64,51,63,7,4671.77
7075.96,66,65,14,8313.3
4179.95,39,75,0,2301.89
3353.75,43,76,6,4370.08
5192.31,23,51,13,9533.27
4194.41,60,84,5,3906.28
8502.54,26,60,0,3850.23
5639.44,66,55,0,1807.68
6000.39,32,68,12,9457.56
3269.54,22,71,10,6981.1
5274.11,43,61,14,8316.09
4869.63,31,93,10,6328.48
6372.58,52,86,4,3347.0
6329.87,35,63,6,6268.03
3874.97,22,69,5,4628.31
5258.04,49,65,10,6520.94
6947.72,58,99,1,3347.72
3760.24,30,79,11,6858.5
8810.73,48,59,1,4104.3
2654.23,30,79,6,4096.88
4485.47,19,92,8,6287.75
3203.45,38,65,0,1508.13
6019.16,66,61,6,5687.27
5023.13,43,95,1,4170.79
2310.02,28,80,2,2523.03
9166.17,65,55,0,1468.85
3833.56,50,76,0,283.64
1500.0,60,78,13,6374.36
5473.89,35,53,6,4555.71
5253.01,24,96,0,3448.42
3740.03,18,82,4,2827.26
3321.94,25,62,10,6117.83
4955.56,31,84,14,11729.26
2895.01,45,81,10,6148.25
6709.3,31,51,8,6988.06
6544.5,51,94,7,6353.37
5143.02,30,97,1,3273.51
2685.71,18,50,8,5163.27
2749.67,69,57,13,7227.51
5718.32,20,85,1,4032.75
5843.83,51,53,8,5383.25
5046.92,64,68,11,6117.72
6059.29,32,56,7,6550.56
6059.08,64,71,11,8747.2
5042.66,62,87,7,4113.11
5160.16,42,98,9,4763.42
1746.49,58,85,2,1299.11
5065.04,23,82,7,6760.56
4686.29,40,95,11,6727.22
3379.24,23,79,13,8375.43
6177.55,57,85,10,5902.38
4873.33,60,74,9,5896.38
5584.0,21,73,11,7373.12
1500.0,27,99,11,5769.05
4645.85,55,93,2,1321.16
6285.43,39,66,8,4628.84
4239.02,56,77,14,8606.02
4649.91,42,50,8,6927.36
5472.53,66,99,12,8180.36
4983.43,56,98,5,5276.42
7627.16,24,78,0,3689.26
6072.66,45,57,12,8626.21
5929.83,20,58,9,7536.07
5646.76,39,90,4,4043.58
7497.14,19,53,8,6731.29
5869.28,19,97,3,6015.08
2824.11,55,76,2,2207.85
7074.04,22,59,6,4715.04
3457.54,65,89,2,1028.78
6146.18,22,68,3,3992.56
2685.32,52,62,3,3624.97
1676.78,38,76,1,7.89
4453.32,42,67,1,3497.6
8329.29,45,85,1,4349.03
3002.56,31,99,7,6213.37
2820.27,33,87,6,5043.9
3576.8,45,87,14,8478.01
1500.0,46,99,8,4547.72
7649.65,53,65,13,9636.84
8747.75,40,84,2,3911.0
4654.28,27,98,9,6967.6
3477.89,65,89,2,3844.36
4042.54,66,80,7,5294.24
2972.44,45,61,12,8001.59
5198.19,62,86,2,1862.48
6772.1,18,86,13,8951.45
8415.97,56,86,4,5890.14
3445.22,23,96,4,4582.22
3209.06,28,76,11,5872.03
6199.0,56,83,8,6571.31
4469.74,64,72,5,3897.94
4872.02,22,53,7,6532.18
4430.7,40,60,13,9287.88
5550.19,40,51,13,8932.63
6028.95,30,76,5,5421.58
4983.48,66,55,6,4706.16
3563.07,45,74,5,2823.02
7077.6,56,94,0,2397.86
4688.96,23,64,4,1764.42
7846.5,43,99,6,6122.13
2907.01,23,69,3,2974.81
4011.17,49,89,4,3082.51
2212.03,28,96,6,4082.18
6417.34,57,87,14,10391.53
5831.76,21,61,5,4594.98
6111.02,37,53,4,6539.55
4268.91,63,60,0,894.09
6548.08,63,61,2,2310.03
6111.37,44,83,9,9832.95
3913.41,62,88,7,3149.79
8831.76,34,95,6,5433.31
5064.93,68,75,5,4824.65
5394.67,54,87,9,6617.01
6766.07,61,74,10,6096.11
3487.31,49,88,0,2471.95
4974.46,18,58,9,7356.61
3630.04,66,61,0,849.31
2560.95,41,85,0,-294.65
6078.48,62,98,13,8520.6
1500.0,58,80,1,1226.27
1927.58,29,70,6,5717.07
6503.12,66,55,2,4619.73
1963.77,28,77,3,2089.04
3791.8,30,80,3,2504.11
5518.62,61,50,9,5842.62
6009.68,50,64,4,4597.85
6021.48,61,60,3,2456.56
6353.57,31,87,10,7427.55
2873.95,52,62,6,3817.2
6015.98,62,61,0,2761.05
4053.68,35,78,4,2614.0
1500.0,28,89,0,1515.03
8284.43,27,69,12,8020.84
4106.58,61,99,9,8921.72
5001.52,35,59,6,5043.84
3387.87,33,60,0,1601.63
6047.79,47,51,8,7523.11
4164.44,24,76,0,3527.38
3475.53,54,82,12,9121.85
10040.96,58,76,9,6950.89
1500.0,27,61,11,5236.22
3940.26,55,75,10,6900.68
5383.25,47,62,14,8193.78
2600.66,25,59,12,5197.01
3483.41,35,88,11,7359.84
5479.52,19,74,8,7244.91
1500.0,43,66,12,7739.24
7948.41,58,51,14,10597.16
5359.4,53,51,7,5150.36
5286.49,52,92,9,5956.67
4943.53,64,79,5,4420.13
3808.5,42,91,13,9031.37
4377.64,32,65,10,6843.61
5203.42,42,63,1,1858.64
3879.82,53,90,1,1217.34
4226.32,19,52,11,6661.85
5816.6,53,83,1,2186.01
2138.83,59,64,5,2497.87
6118.43,27,72,4,4728.89
9704.31,38,52,2,2971.13
9028.61,57,86,13,8983.26
5589.56,24,85,10,8193.66
2501.35,19,83,12,6496.46
7766.18,51,61,8,5463.33
4619.13,31,97,1,3596.28
7845.42,41,67,12,8549.34
3472.81,45,50,0,1952.17
3824.98,43,86,5,4799.31
5962.72,19,93,8,4466.63
3626.59,49,87,13,7855.31
8754.34,46,53,13,10213.81
6127.34,37,75,4,2038.79
8546.57,24,79,8,8535.42
2728.58,56,85,11,6043.57
3254.15,18,68,5,3754.16
10448.17,20,58,6,7685.88
1785.1,68,80,1,-2.36
7718.61,31,63,1,4281.39
5400.4,26,66,11,7072.41
4150.72,18,79,7,5091.5
6991.4,60,55,14,9629.6
8253.89,52,66,9,8591.47
5143.66,47,84,2,4223.58
5567.63,53,97,5,4250.94
5334.4,47,71,11,7940.16
4851.61,34,70,4,3833.04
1666.61,21,68,4,1682.18
3259.6,62,60,7,3459.08
7488.33,43,65,11,9257.65
3953.17,23,89,4,4863.77
2937.22,42,84,11,4737.53
4289.78,66,56,14,7572.43
4505.95,36,54,5,5270.68
2138.02,52,93,1,2398.4
4671.0,36,71,3,3346.72
5185.54,66,99,9,5330.83
3562.88,23,66,9,8925.54
5639.86,57,68,1,1368.73
10575.06,27,53,14,9461.33
4378.17,35,73,14,9395.85
2540.87,64,73,9,7240.72
7106.17,60,94,4,4121.58
6940.22,38,84,1,2991.31
7303.34,45,92,1,3325.65
5701.11,51,84,8,7109.01
3829.32,28,58,7,6133.8
5311.37,66,71,6,2094.79
3857.9,41,81,1,3265.64
7689.53,56,75,3,3681.45
7001.47,45,77,14,8671.47
1836.28,44,71,6,4061.27
4113.06,31,99,0,2969.83
6673.04,40,68,13,8448.38
2548.15,69,59,10,5064.27
5053.49,64,83,9,5811.54
1500.0,36,53,9,4721.76
4195.98,57,53,0,954.02
4934.64,18,74,14,9622.79
2652.41,47,59,9,4707.21
5258.37,22,95,7,6801.29
6050.81,53,96,10,5675.4
3148.79,29,60,3,2605.5
6444.17,29,51,3,5371.03
7055.07,55,54,0,4130.52
4603.39,30,96,2,3092.24
1500.0,19,83,1,353.81
3716.98,24,60,0,-1278.04
5553.44,67,84,0,4389.19
2690.31,22,85,0,1609.37
4678.71,65,60,5,3414.1
3285.15,24,91,0,1016.15
4966.13,45,87,13,8399.81
4551.86,35,75,5,6174.08
4907.56,39,86,4,3326.97
5969.03,35,50,12,8087.66
4449.18,63,72,11,5326.67
8316.93,50,85,1,4974.7
7817.1,40,99,14,8367.65
5888.51,46,63,9,7296.3
5961.21,66,66,7,5527.43
3893.57,19,99,13,9343.39
5741.78,28,59,0,3222.02
6080.09,46,67,11,7831.59
6117.65,40,77,3,4342.68
7094.37,55,87,2,2840.83
5807.55,22,64,7,5913.53
5639.29,59,69,11,6665.26
7545.3,51,81,8,8296.8
5199.27,29,85,11,7056.46
3797.84,27,50,3,3863.43
6141.48,67,75,4,4456.3
6320.34,21,65,1,5253.64
4255.5,48,71,10,5941.57
4254.32,60,69,1,613.88
5262.97,29,66,1,3390.95
7552.58,59,98,5,6992.82
4008.74,24,97,9,6226.73
2224.32,66,57,0,-129.99
2060.44,29,83,5,2514.49
2405.28,52,60,4,380.17
2630.47,41,67,12,8619.98
3945.49,27,78,9,7958.72
3960.8,60,78,5,2791.77
5991.03,36,61,2,4757.21
7522.33,62,86,13,8117.99
6770.69,57,51,14,9313.58
3580.08,54,90,12,6528.16
3806.58,66,81,9,5583.19
9959.3,66,88,1,2642.4
1973.33,24,61,6,4819.6
6828.73,25,91,2,4498.99
3289.5,23,75,7,6001.96
6563.81,55,74,11,8194.18
7368.86,59,71,3,5072.62
5390.54,46,78,6,6005.59
7151.56,56,95,4,6456.09
11635.38,40,90,0,5867.32
2299.52,44,57,7,4525.14
7146.17,35,51,9,7479.11
7346.1,45,63,0,1432.89
2134.02,34,52,8,5541.43
5737.52,62,98,2,2380.64
4698.73,27,80,0,1865.68
6305.58,48,53,6,5423.88
5475.07,22,95,4,5001.26
6715.19,36,51,8,7254.35
3262.66,66,93,5,1922.75
9348.81,65,97,5,5051.93
5436.17,66,89,0,1548.83
8288.87,47,93,2,3236.38
5942.29,32,83,2,2700.45
7668.0,49,53,13,8502.38
5085.94,39,79,2,3359.27
7472.18,48,60,12,9808.36
3031.26,24,92,10,5933.01
7072.54,56,99,1,3527.2
3567.69,41,76,13,9941.37
4674.1,33,72,3,3909.23
2856.8,44,65,4,2262.94
3702.12,40,72,14,9285.54
4415.61,52,68,0,1820.35
6228.27,30,92,4,5168.49
5732.27,52,75,4,4906.74
4255.69,42,84,0,963.49
6193.15,51,75,7,6207.78
5970.15,40,63,6,6523.22
4328.19,53,60,5,4228.21
4227.74,22,82,10,7511.29
4322.19,66,86,3,4535.54
9073.23,64,77,0,4454.7
3737.58,55,84,9,5950.42
7209.79,32,96,1,4122.66
3501.84,21,84,4,2582.05
4145.95,32,71,1,5526.6
5962.42,21,73,5,6042.95
6365.61,21,53,13,8637.36
5681.46,44,67,5,7371.32
6419.78,38,62,14,9515.94
6296.8,19,70,10,5990.92
6258.73,49,74,9,6453.89
3958.18,37,75,12,7180.35
4379.73,33,76,1,3789.54
5010.18,32,73,10,6966.83
7259.64,28,62,0,2994.34
6374.38,46,70,9,5900.0
5214.35,51,87,0,3338.51
5364.51,27,68,9,6884.97
2869.87,47,78,6,3187.39
4511.6,43,84,13,8494.96
4007.89,19,58,2,1963.49
6768.27,21,53,12,8791.67
5421.49,29,62,7,6418.07
7459.15,50,67,8,7460.24
9644.43,33,95,14,11646.91
6670.93,19,89,11,8390.06
3130.48,42,87,14,7781.74
4615.22,57,86,7,5049.07
1741.38,56,93,6,3892.18
8567.59,42,84,0,4697.28
9582.19,22,89,8,10139.83
3134.21,22,99,9,7831.95
4179.33,64,50,3,3986.16
3872.45,28,87,8,5296.19
3313.01,25,78,5,3830.23
2079.49,68,80,7,2686.39
6703.86,31,94,10,7990.72
2856.61,49,69,0,1283.09
4996.43,44,71,10,6974.69
3438.78,39,57,3,4059.89
1584.54,42,63,9,5226.55
3756.03,55,96,5,3239.45
2141.59,37,86,13,8622.24
5006.57,30,97,4,5313.78
6205.21,19,97,0,3546.61
6159.2,53,73,14,9829.0
5507.29,42,62,9,5195.83
6297.66,52,56,14,7374.69
3124.92,61,80,11,6822.01
4373.32,37,59,9,6804.57
4374.55,37,79,4,4563.13
2088.98,40,75,6,2490.24
3367.34,23,89,13,8091.95
2786.05,22,69,10,5781.6
4707.23,53,53,3,3439.41
6140.01,43,77,12,8981.25
4148.15,60,84,12,6770.15
3080.62,45,72,2,464.02
5216.1,35,78,3,3253.44
4144.94,65,67,12,7338.87
3629.23,43,85,6,5454.73
8131.93,35,61,4,3824.55
7102.22,69,71,4,2509.52
5288.11,49,74,4,3640.91
3985.69,48,99,10,7346.24
4109.81,49,90,0,2877.99
3336.88,39,67,3,2286.86
3569.86,65,90,13,8361.87
4791.92,50,62,8,6335.46
1500.0,22,92,9,3668.48
7808.47,25,91,5,5585.33
5796.46,31,54,13,10037.41
3270.89,42,99,10,6214.37
7875.06,34,86,4,4870.63
6263.88,28,95,10,8827.52
6546.6,28,82,7,6794.15
4310.94,62,53,4,4913.62
6052.33,50,58,8,6331.24
1652.91,33,61,2,2581.47
5629.17,20,56,3,3168.73
4298.69,39,95,4,4502.86
6908.84,47,51,10,5996.33
4239.98,18,86,7,6637.51
3885.14,25,88,13,6049.44
7360.22,18,93,8,5921.33
7232.97,26,88,3,5274.49
6563.61,34,96,12,10566.21
5888.64,46,82,12,8670.52
6371.62,22,65,10,8423.19
4512.13,39,95,5,4329.68
3265.63,63,89,12,7200.27
5652.1,51,91,2,2134.07
1549.12,41,79,12,7028.93
7658.47,45,82,6,3718.09
4807.25,47,91,9,5974.04
4675.18,67,76,1,2169.07
3129.96,56,62,12,6927.18
7619.93,60,90,14,10131.07
6419.25,62,81,11,8169.27
5504.99,48,72,4,4339.11
6101.34,57,57,9,5715.92
5219.6,32,79,9,6952.96
6669.01,56,66,1,2960.44
4304.97,42,93,2,2281.95
5042.67,31,81,5,4953.32
6096.06,38,66,9,7433.16
2190.04,41,58,11,5542.33
2429.91,39,76,2,641.54
8679.22,37,89,3,5663.73
3265.6,28,94,10,4557.21
8057.76,57,68,7,5300.56
4286.55,61,61,10,6039.87
2802.57,58,73,11,6752.51
7393.03,49,70,12,7770.37
6217.86,32,96,2,3244.61
6444.08,24,91,9,7376.37
2628.1,38,89,6,3985.03
5893.99,63,50,1,575.76
1500.0,22,88,1,214.02
5795.12,28,97,14,9354.56
3212.15,46,95,5,4898.47
7860.63,59,50,2,4539.86
6872.6,59,55,9,6772.85
5369.34,27,68,9,7057.25
7159.4,61,92,9,8419.16
9791.81,54,85,3,4163.98
4899.44,50,56,2,154.01
5689.4,45,94,5,6671.8
2508.6,69,77,4,4036.82
3268.12,53,93,3,1932.52
3168.93,33,65,11,8288.45
5105.15,46,57,4,3647.54
5752.54,55,77,12,8019.37
3646.49,24,83,0,2305.24
5570.25,61,60,2,2728.66
6998.8,29,86,2,3382.04
5361.33,42,55,6,2653.88
7183.26,51,50,4,3922.46
1500.0,21,66,10,7349.23
1838.55,42,57,11,4786.82
6269.99,24,97,10,8692.31
5492.43,48,74,2,2192.69
5162.5,41,78,4,2862.76
5232.43,33,59,11,9002.19
2734.43,31,92,9,5557.88
1589.13,59,60,8,6262.38
6863.45,56,86,12,8961.98
7196.01,48,76,0,2611.57
3633.21,31,92,1,1517.22
1500.0,35,72,13,8017.63
4727.27,58,69,4,1270.47
3645.52,66,89,2,682.17
6662.01,19,97,7,5381.83
3085.9,53,74,4,2766.37
6428.69,43,63,6,5362.76
5213.69,56,73,9,5868.47
7608.46,39,56,3,3279.89
6116.96,62,99,0,2921.27
4216.6,19,90,10,7963.36
5747.56,65,82,12,7897.93
5018.97,57,59,4,3115.57
1952.31,25,63,8,2664.35
6224.19,61,54,4,3616.81
4908.38,32,68,7,4649.75
1500.0,38,81,10,5791.96
2118.66,61,52,6,2403.75
3872.73,65,72,5,1372.39
6752.35,28,83,4,3593.66
3726.02,43,61,5,2099.1
6496.82,40,79,3,4356.1
6583.19,33,76,13,9273.95
4636.8,62,50,10,7297.44
6528.89,35,96,2,5552.7
4903.61,30,81,1,1548.58
3511.82,24,99,7,5723.74
4559.88,67,91,3,2627.61
3441.86,43,50,14,9134.57
6627.1,61,82,11,6481.46
5947.85,62,99,9,5807.41
8092.83,23,84,14,10138.24
4876.42,18,66,9,6270.88
5791.19,55,67,8,7377.03
5614.23,37,52,8,4893.68
6083.66,39,84,14,9933.45
5895.33,37,67,2,3654.23
3503.23,39,52,10,6168.94
5283.3,56,60,1,3479.22
5081.55,55,53,1,1732.3
9434.09,33,75,6,6087.27
1569.15,44,58,7,2931.35
6589.46,30,58,0,3914.58
8082.28,48,88,14,10784.5
3185.28,60,92,0,923.21
9344.25,23,77,8,8451.1
5383.6,45,58,4,2665.58
4626.48,69,97,6,4292.2
5235.73,42,98,6,2912.52
5425.62,61,55,7,5285.01
5537.12,21,92,1,5480.48
2690.89,26,57,12,7090.11
5956.09,67,75,10,6276.25
1594.25,50,54,14,7327.88
4197.44,19,51,11,6292.34
4347.14,22,77,1,2721.07
5149.8,39,91,2,5232.06
4882.8,21,69,0,2370.49
5573.28,18,79,6,5575.14
2357.21,39,68,2,1863.33
5083.4,32,96,4,4193.68
3234.35,37,92,2,3930.08
5642.56,36,73,2,2784.22
8529.99,35,58,0,3936.58
5233.66,31,68,13,10356.02
8153.58,32,67,7,8380.78
5533.17,36,61,7,4989.67
3711.72,66,84,7,3650.24
5473.14,65,77,12,6381.54
1500.0,24,50,13,8063.18
5510.8,63,54,11,7912.4
7551.28,55,64,0,1002.25
3011.53,18,80,8,4697.86
7180.6,42,76,11,8633.72
3200.55,46,80,1,1314.8
4732.51,52,54,12,8342.8
2889.94,47,94,2,3674.55
5032.42,43,79,7,4403.05
10961.56,27,97,2,6140.96
3839.48,35,98,7,5407.43
4690.39,49,80,12,7737.29
5048.53,50,50,11,7197.7
4732.5,69,70,8,4116.45
7288.8,36,84,8,6590.39
3759.47,56,83,3,3757.31
5660.4,36,76,12,8439.72
4229.52,62,72,10,5099.07
8220.24,69,63,4,5150.17
5519.36,53,92,13,7554.63
5293.76,44,80,3,1452.46
6449.7,55,59,3,3627.76
7913.95,64,90,7,6115.31
7048.82,45,78,13,10740.91
6762.2,56,67,2,1304.53
7523.49,37,57,1,4087.74
5015.06,48,95,4,4995.42
9133.77,65,96,12,8347.57
6699.24,47,56,14,8354.33
6148.32,60,89,12,8399.42
4805.97,32,53,3,3272.16
2025.53,62,73,13,6744.54
5156.31,27,54,10,6902.05
3284.97,32,80,3,3171.74
4116.25,31,72,5,4366.0
5267.25,61,50,11,8105.7
7715.31,28,97,7,5779.32
4767.27,21,64,0,3353.4
3054.13,44,63,11,6407.2
2130.87,62,81,3,3150.61
2856.61,35,65,7,5253.69
9301.33,58,88,0,3068.94
3873.17,61,64,4,3133.58
1500.0,25,57,7,2814.43
5600.2,48,73,13,8058.49
3798.51,36,80,8,6835.62
4966.47,59,98,1,2235.82
6767.74,63,90,7,5469.47
7468.67,18,88,11,9358.18
4810.95,36,72,7,5810.88
5684.32,31,58,0,1474.85
7638.63,23,67,8,7912.55
3450.48,31,68,14,7466.41
2476.69,53,63,3,2385.47
5988.2,62,52,0,1676.39
2948.12,56,69,10,5143.61
4132.75,42,58,3,4236.72
5012.0,34,80,12,8672.91
5412.44,26,71,0,2063.83
4424.74,31,57,8,6067.04
6991.2,61,78,12,8395.11
4846.09,41,57,10,6119.25
1732.68,47,65,10,5263.59
5458.3,45,53,4,3207.27
5301.11,66,88,9,4588.49
4416.99,31,74,6,3141.62
4518.8,67,54,3,2518.78
4008.83,37,65,2,2982.29
3291.08,57,70,13,7522.61
8010.53,53,89,5,6409.62
6250.62,60,64,14,10591.65
6357.41,46,82,11,6160.56
4561.62,33,79,11,8072.15
3217.19,30,58,8,6303.98
1500.0,62,67,9,5529.96
7286.78,51,87,0,2238.89
9128.65,23,56,14,10790.76
2292.86,32,90,11,6128.76
1500.0,49,59,5,4076.18
6309.62,47,76,14,8637.74
8584.29,66,70,1,3248.59
3494.42,18,58,14,7665.43
8913.67,31,69,14,10320.81
5984.83,59,72,5,5311.51
1500.0,56,50,0,-983.48
7306.85,29,76,4,5516.1
4504.93,64,59,12,8260.7
4740.54,47,86,9,6318.5
4458.19,43,79,11,7680.42
5164.57,53,56,1,1842.77
3290.06,62,81,9,5569.83
2663.47,34,62,7,3077.05
6208.19,54,52,2,2267.18
2557.65,60,90,10,4833.05
2858.33,20,62,4,2878.86
1500.0,22,58,3,758.3
6874.69,41,62,3,1810.43
9751.9,38,77,6,6311.28
2323.85,56,77,14,7201.13
3538.78,21,82,4,2264.97
4975.15,34,79,3,5201.87
6643.71,49,89,9,7370.67
4854.4,52,94,10,6457.09
8291.08,38,78,8,6661.39
3503.21,56,67,10,4874.0
5007.95,38,86,14,8947.3
5075.26,51,71,1,2030.5
1500.0,30,55,2,3649.48
4747.91,69,67,12,7059.64
5620.78,38,59,5,4744.18
1983.75,49,56,14,7277.65
3510.26,34,68,3,661.25
8637.57,40,93,14,11518.51
3501.94,69,53,11,6038.95
5251.3,36,70,10,8185.04
4391.55,39,81,11,7604.67
3759.52,18,98,7,4126.8
2603.89,67,61,14,6122.57
5726.45,44,73,6,4843.76
3135.15,27,64,4,3588.02
4176.81,55,83,11,5966.45
7461.62,20,90,8,8172.0
3228.48,60,95,11,4263.28
7292.54,36,73,0,1640.59
4086.78,45,98,3,2545.92
4583.24,44,85,1,1470.45
5924.03,24,94,9,6531.35
2178.62,25,58,9,4514.04
6444.63,62,71,13,6918.93
3006.82,23,94,0,102.56
5360.57,62,67,2,2580.44
2656.05,59,54,5,3503.14
5732.79,33,57,11,7937.16
2210.33,52,77,2,3736.93
3872.92,32,79,14,10071.65
3900.21,47,64,14,7022.54
6021.17,27,64,11,7023.83
7884.52,68,74,13,8269.07
4073.42,38,61,1,1929.28
4299.19,46,67,1,1474.42
3554.1,22,96,5,4195.94
8122.61,38,91,2,3256.53
4438.13,20,64,0,1968.19
5931.0,47,94,2,2468.97
5752.55,33,70,8,6038.79
3377.21,26,71,12,7037.01
6089.49,22,96,8,6686.03
7477.75,21,77,13,8768.43
4106.41,31,90,2,3437.05
6917.16,68,99,6,5654.98
5566.98,48,59,7,5708.56
2622.27,37,58,10,4811.23
8096.34,28,71,1,3243.99
6509.18,58,78,14,8364.78
2444.86,62,50,13,7091.13
3123.74,20,94,3,4168.01
7578.5,66,71,13,8459.04
3031.24,60,69,9,7315.31
2318.04,23,52,6,4355.47
1860.13,51,59,8,5155.57
3662.33,56,84,9,8481.25
6411.17,54,53,9,4650.85
5505.88,21,87,1,2187.19
2467.57,64,97,7,3862.99
4426.04,35,56,3,2990.05
6251.23,33,54,9,7075.0
3281.02,52,56,7,2857.31
4645.34,27,68,0,2012.82
8453.29,64,78,4,5132.96
5133.35,64,57,9,6064.09
8223.07,18,80,2,4387.14
3431.49,61,65,0,1773.33
4151.27,53,62,7,3932.03
7515.36,68,66,12,5403.58
5120.99,54,90,12,6518.6
2545.84,67,69,13,6925.58
9065.32,64,85,14,12005.94
5557.94,65,51,14,8095.19
8755.23,28,94,14,11566.39
3648.88,20,61,5,4919.97
4652.53,56,95,12,6583.46
6347.93,39,78,2,4847.65
7808.75,49,54,11,8812.59
7077.74,53,98,9,7777.23
1500.0,57,80,0,184.98
3588.66,67,51,0,1553.95
5298.44,22,91,0,2591.99
6526.49,20,83,13,9212.73
4286.72,59,96,6,3651.47
4210.09,24,85,6,5478.26
5445.78,69,90,13,7135.38
3266.53,43,85,7,4966.5
3696.57,32,84,7,7096.59
5320.79,25,60,8,4607.16
4921.41,48,64,7,5881.94
2674.83,60,51,0,167.84
5524.01,54,88,11,9888.56
5831.64,63,65,0,1517.73
7754.5,36,51,2,2901.03
4914.19,62,60,13,7773.64
7270.54,27,72,12,8834.81
1500.0,29,72,9,5018.89
4887.19,30,85,3,4759.28
4000.69,65,64,4,2115.36
4011.63,21,91,7,6915.11
5855.06,55,54,5,3970.25
1500.0,54,52,7,3491.17
1621.01,37,66,3,2266.97
6182.72,52,78,7,7396.13
5378.11,39,52,0,2609.28
3538.61,45,95,11,7784.2
7598.02,31,79,5,5924.37
7047.38,67,95,7,5488.64
5692.39,51,70,6,4063.1
2210.63,56,62,10,3009.27
7678.41,30,65,8,7492.26
1500.0,38,93,11,7082.39
2768.94,28,98,10,7950.75
6621.35,51,66,2,3513.75
2010.02,64,84,12,6540.31
7755.53,54,88,3,3334.31
8853.84,48,97,13,9658.91
6274.09,36,94,0,4098.78
3523.74,40,96,3,1747.3
2404.69,41,78,9,4265.71
1953.92,56,82,7,3128.23
5602.12,21,89,13,8482.55
5205.45,48,59,11,7097.23
5404.19,60,99,4,4229.93
7799.2,35,82,4,5216.15
6567.7,62,76,14,10839.86
5607.82,27,86,9,5855.5
5192.76,46,84,8,5795.37
2960.55,53,80,11,5096.5
5993.03,68,72,5,5371.41
5477.9,44,84,0,1882.4
7170.7,59,70,7,8239.25
5540.52,65,83,9,5598.11
9771.66,27,55,7,5123.05
7386.0,54,66,8,7898.8
1500.0,33,83,0,-420.73
5479.1,45,63,11,7108.22
7545.5,40,50,14,9795.78
3770.84,50,55,12,7908.75
3710.43,24,78,12,7466.24
8364.87,24,87,2,4935.8
3037.4,40,90,10,6518.66
6184.54,20,96,11,7832.43
4791.43,25,50,0,712.18
6395.01,43,70,8,7164.03
3849.09,55,84,7,5362.87
3668.79,33,74,1,3456.05
7221.3,23,81,1,3941.48
8183.96,39,74,0,2950.2
4643.05,52,94,3,3608.85
5872.8,49,90,12,6997.25
6694.23,49,52,11,7884.43
5394.79,42,79,11,9529.76
6388.02,36,59,13,10803.41
8439.11,59,86,1,4316.98
2368.98,23,96,3,295.42
7004.53,41,97,4,4727.45
9282.03,61,86,0,4671.79
7139.84,45,65,12,9195.67
2522.25,21,77,14,9061.82
8307.77,39,87,9,6074.77
4967.36,33,90,5,5614.3
6200.03,28,63,0,3082.67
7081.92,19,97,3,3931.17
7925.02,61,52,4,4491.54
3362.2,51,58,1,1467.69
5128.13,32,90,1,2346.24
5574.59,45,70,7,5528.99
3263.44,52,51,12,7999.84
6571.73,30,58,10,7307.67
4485.04,40,83,6,3451.75
5171.22,34,88,12,7843.59
